injury to the hip,neck pain
cirrhosis,shortness of breath
cirrhosis,blood in stool
cirrhosis,sharp abdominal pain
cirrhosis,vomiting blood
cirrhosis,regurgitation
cirrhosis,peripheral edema
cirrhosis,upper abdominal pain
cirrhosis,abdominal distention
cirrhosis,regurgitation.1
thoracic aortic aneurysm,shortness of breath
thoracic aortic aneurysm,sharp chest pain
thoracic aortic aneurysm,dizziness
thoracic aortic aneurysm,chest tightness
thoracic aortic aneurysm,jaundice
thoracic aortic aneurysm,sharp abdominal pain
thoracic aortic aneurysm,fatigue
subdural hemorrhage,depressive or psychotic symptoms
subdural hemorrhage,dizziness
subdural hemorrhage,irritable infant
subdural hemorrhage,vomiting
subdural hemorrhage,headache
subdural hemorrhage,facial pain
diabetic retinopathy,diminished vision
diabetic retinopathy,double vision
diabetic retinopathy,symptoms of eye
diabetic retinopathy,pain in eye
diabetic retinopathy,abnormal movement of eyelid
diabetic retinopathy,foreign body sensation in eye
diabetic retinopathy,spots or clouds in vision
diabetic retinopathy,lacrimation
diabetic retinopathy,itchiness of eye
fibromyalgia,sharp chest pain
fibromyalgia,leg pain
fibromyalgia,hip pain
fibromyalgia,headache
fibromyalgia,arm pain
fibromyalgia,back pain
fibromyalgia,neck pain
fibromyalgia,low back pain
fibromyalgia,muscle pain
fibromyalgia,ache all over
ischemia of the bowel,retention of urine
ischemia of the bowel,blood in stool
ischemia of the bowel,sharp abdominal pain
ischemia of the bowel,vomiting
ischemia of the bowel,nausea
ischemia of the bowel,burning abdominal pain
ischemia of the bowel,constipation
fetal alcohol syndrome,depressive or psychotic symptoms
fetal alcohol syndrome,emotional symptoms
fetal alcohol syndrome,excessive anger
peritonitis,shortness of breath
peritonitis,groin mass
peritonitis,sharp abdominal pain
peritonitis,vomiting
peritonitis,nausea
peritonitis,intermenstrual bleeding
peritonitis,back pain
peritonitis,side pain
injury to the abdomen,sharp chest pain
injury to the abdomen,leg pain
injury to the abdomen,sharp abdominal pain
injury to the abdomen,blood in urine
injury to the abdomen,back pain
acute pancreatitis,sharp chest pain
acute pancreatitis,abusing alcohol
acute pancreatitis,sharp abdominal pain
acute pancreatitis,vomiting
acute pancreatitis,nausea
acute pancreatitis,diarrhea
acute pancreatitis,back pain
acute pancreatitis,burning abdominal pain
acute pancreatitis,side pain
acute pancreatitis,lower body pain
acute pancreatitis,upper abdominal pain
acute pancreatitis,hemoptysis
thrombophlebitis,skin swelling
thrombophlebitis,leg pain
thrombophlebitis,arm pain
thrombophlebitis,arm swelling
thrombophlebitis,foot or toe pain
thrombophlebitis,leg swelling
thrombophlebitis,ache all over
thrombophlebitis,lymphedema
thrombophlebitis,skin on leg or foot looks infected
asthma,shortness of breath
asthma,sharp chest pain
asthma,chest tightness
asthma,cough
asthma,nasal congestion
asthma,wheezing
asthma,fever
asthma,difficulty breathing
asthma,coughing up sputum
asthma,coryza
asthma,allergic reaction
foreign body in the vagina,emotional symptoms
foreign body in the vagina,painful urination
foreign body in the vagina,vaginal discharge
restless leg syndrome,depression
restless leg syndrome,insomnia
restless leg syndrome,abnormal involuntary movements
restless leg syndrome,leg pain
restless leg syndrome,headache
restless leg syndrome,fatigue
restless leg syndrome,sleepiness
restless leg syndrome,apnea
emphysema,shortness of breath
emphysema,sharp chest pain
emphysema,cough
emphysema,emotional symptoms
cysticercosis,shortness of breath
cysticercosis,elbow weakness
cysticercosis,headache
cysticercosis,seizures
induced abortion,sharp abdominal pain
induced abortion,lower abdominal pain
induced abortion,vaginal discharge
induced abortion,intermenstrual bleeding
induced abortion,pain during pregnancy
induced abortion,spotting or bleeding during pregnancy
induced abortion,cramps and spasms
induced abortion,groin pain
teething syndrome,cough
teething syndrome,nasal congestion
teething syndrome,diarrhea
teething syndrome,symptoms of infants
teething syndrome,ear pain
teething syndrome,decreased appetite
teething syndrome,fever
teething syndrome,temper problems
teething syndrome,redness in ear
infectious gastroenteritis,blood in stool
infectious gastroenteritis,sharp abdominal pain
infectious gastroenteritis,vomiting
infectious gastroenteritis,headache
infectious gastroenteritis,nausea
infectious gastroenteritis,diarrhea
infectious gastroenteritis,burning abdominal pain
infectious gastroenteritis,decreased appetite
infectious gastroenteritis,fever
infectious gastroenteritis,chills
infectious gastroenteritis,fluid retention
infectious gastroenteritis,flu-like syndrome
acute sinusitis,sore throat
acute sinusitis,cough
acute sinusitis,nasal congestion
acute sinusitis,facial pain
acute sinusitis,ear pain
acute sinusitis,frontal headache
acute sinusitis,fever
acute sinusitis,coughing up sputum
acute sinusitis,coryza
acute sinusitis,sinus congestion
acute sinusitis,painful sinuses
substance-related mental disorder,anxiety and nervousness
substance-related mental disorder,depressive or psychotic symptoms
substance-related mental disorder,insomnia
substance-related mental disorder,hostile behavior
substance-related mental disorder,drug abuse
substance-related mental disorder,feeling ill
substance-related mental disorder,delusions or hallucinations
postpartum depression,anxiety and nervousness
postpartum depression,depression
postpartum depression,depressive or psychotic symptoms
postpartum depression,drug abuse
postpartum depression,intermenstrual bleeding
postpartum depression,pain during pregnancy
postpartum depression,excessive anger
postpartum depression,problems during pregnancy
postpartum depression,delusions or hallucinations
coronary atherosclerosis,shortness of breath
coronary atherosclerosis,sharp chest pain
coronary atherosclerosis,chest tightness
coronary atherosclerosis,palpitations
coronary atherosclerosis,irregular heartbeat
coronary atherosclerosis,leg cramps or spasms
coronary atherosclerosis,fatigue
coronary atherosclerosis,burning chest pain
spondylitis,leg pain
spondylitis,hip pain
spondylitis,back pain
spondylitis,neck pain
spondylitis,low back pain
spondylitis,side pain
spondylitis,lower body pain
spondylitis,stiffness all over
spondylitis,back mass or lump
pituitary adenoma,headache
pituitary adenoma,nausea
pituitary adenoma,pain in eye
pituitary adenoma,muscle swelling
uterine fibroids,sharp abdominal pain
uterine fibroids,involuntary urination
uterine fibroids,lower abdominal pain
uterine fibroids,intermenstrual bleeding
uterine fibroids,pelvic pain
uterine fibroids,cramps and spasms
uterine fibroids,heavy menstrual flow
uterine fibroids,unpredictable menstruation
uterine fibroids,painful menstruation
idiopathic nonmenstrual bleeding,sharp abdominal pain
idiopathic nonmenstrual bleeding,painful urination
idiopathic nonmenstrual bleeding,vaginal discharge
idiopathic nonmenstrual bleeding,intermenstrual bleeding
idiopathic nonmenstrual bleeding,long menstrual periods
idiopathic nonmenstrual bleeding,unpredictable menstruation
chalazion,skin growth
chalazion,diminished vision
chalazion,symptoms of eye
chalazion,pain in eye
chalazion,foreign body sensation in eye
chalazion,eye redness
chalazion,lacrimation
chalazion,mass on eyelid
chalazion,swollen eye
chalazion,eyelid swelling
ovarian torsion,skin swelling
ovarian torsion,groin mass
ovarian torsion,sharp abdominal pain
ovarian torsion,lower abdominal pain
ovarian torsion,pelvic pain
ovarian torsion,ache all over
retinopathy due to high blood pressure,pus draining from ear
retinopathy due to high blood pressure,diminished vision
retinopathy due to high blood pressure,symptoms of eye
retinopathy due to high blood pressure,pain in eye
retinopathy due to high blood pressure,foreign body sensation in eye
retinopathy due to high blood pressure,spots or clouds in vision
vaginal yeast infection,suprapubic pain
vaginal yeast infection,sharp abdominal pain
vaginal yeast infection,vaginal itching
vaginal yeast infection,painful urination
vaginal yeast infection,lower abdominal pain
vaginal yeast infection,vaginal discharge
vaginal yeast infection,vaginal pain
vaginal yeast infection,vaginal redness
vaginal yeast infection,vulvar irritation
vaginal yeast infection,itching of skin
mastoiditis,dizziness
mastoiditis,cough
mastoiditis,nasal congestion
mastoiditis,diminished hearing
mastoiditis,facial pain
mastoiditis,ear pain
lung contusion,shortness of breath
lung contusion,sharp chest pain
lung contusion,back pain
lung contusion,ache all over
hypertrophic obstructive cardiomyopathy (hocm),anxiety and nervousness
hypertrophic obstructive cardiomyopathy (hocm),sharp chest pain
hypertrophic obstructive cardiomyopathy (hocm),emotional symptoms
ingrown toe nail,abnormal appearing skin
ingrown toe nail,skin growth
ingrown toe nail,neck swelling
ingrown toe nail,foot or toe pain
ingrown toe nail,foot or toe swelling
ingrown toe nail,skin on leg or foot looks infected
ingrown toe nail,swollen eye
ingrown toe nail,irregular appearing nails
ingrown toe nail,skin dryness
ingrown toe nail,peeling
ingrown toe nail,scaliness
ingrown toe nail,or roughness
ingrown toe nail,skin on arm or hand looks infected
pulmonary eosinophilia,shortness of breath
pulmonary eosinophilia,sharp chest pain
pulmonary eosinophilia,dizziness
pulmonary eosinophilia,cough
pulmonary eosinophilia,nasal congestion
pulmonary eosinophilia,paresthesia
pulmonary eosinophilia,fever
corneal disorder,white discharge from eye
corneal disorder,diminished vision
corneal disorder,double vision
corneal disorder,symptoms of eye
corneal disorder,pain in eye
corneal disorder,foreign body sensation in eye
corneal disorder,spots or clouds in vision
corneal disorder,eye redness
corneal disorder,lacrimation
corneal disorder,itchiness of eye
foreign body in the gastrointestinal tract,lump in throat
foreign body in the gastrointestinal tract,difficulty in swallowing
foreign body in the gastrointestinal tract,sharp abdominal pain
foreign body in the gastrointestinal tract,vomiting
foreign body in the gastrointestinal tract,vomiting blood
foreign body in the gastrointestinal tract,recent weight loss
endophthalmitis,painful urination
endophthalmitis,diminished vision
endophthalmitis,pain in eye
endophthalmitis,eye redness
endophthalmitis,itchiness of eye
endophthalmitis,swollen eye
intestinal malabsorption,cough
intestinal malabsorption,nasal congestion
intestinal malabsorption,flatulence
intestinal malabsorption,sharp abdominal pain
intestinal malabsorption,vomiting
intestinal malabsorption,diarrhea
intestinal malabsorption,allergic reaction
viral warts,skin swelling
viral warts,lip swelling
viral warts,abnormal appearing skin
viral warts,skin lesion
viral warts,acne or pimples
viral warts,skin growth
viral warts,skin moles
viral warts,warts
viral warts,bumps on penis
hyperhidrosis,cough
hyperhidrosis,acne or pimples
hyperhidrosis,fever
hyperhidrosis,sweating
hyperhidrosis,warts
stroke,depressive or psychotic symptoms
stroke,dizziness
stroke,abnormal involuntary movements
stroke,difficulty speaking
stroke,headache
stroke,problems with movement
stroke,focal weakness
stroke,slurring words
stroke,disturbance of memory
stroke,seizures
pilonidal cyst,skin swelling
pilonidal cyst,skin growth
pilonidal cyst,irregular appearing scalp
pilonidal cyst,pain of the anus
pilonidal cyst,pelvic pain
pilonidal cyst,bones are painful
pilonidal cyst,ache all over
pilonidal cyst,lower body pain
crushing injury,hand or finger pain
crushing injury,hand or finger swelling
crushing injury,hand or finger stiffness or tightness
crushing injury,neck swelling
crushing injury,foot or toe pain
crushing injury,knee swelling
normal pressure hydrocephalus,depressive or psychotic symptoms
normal pressure hydrocephalus,palpitations
normal pressure hydrocephalus,headache
normal pressure hydrocephalus,problems with movement
alopecia,skin swelling
alopecia,feeling ill
alopecia,acne or pimples
alopecia,skin growth
alopecia,irregular appearing scalp
alopecia,itching of skin
alopecia,too little hair
alopecia,skin rash
hashimoto thyroiditis,abnormal involuntary movements
hashimoto thyroiditis,weight gain
flat feet,skin swelling
flat feet,knee pain
flat feet,foot or toe pain
flat feet,ankle pain
flat feet,problems with movement
nonalcoholic liver disease (nash),dizziness
nonalcoholic liver disease (nash),sharp abdominal pain
nonalcoholic liver disease (nash),nausea
nonalcoholic liver disease (nash),mouth ulcer
nonalcoholic liver disease (nash),weight gain
hemarthrosis,elbow weakness
hemarthrosis,frequent urination
hemarthrosis,knee pain
hemarthrosis,knee swelling
pelvic organ prolapse,retention of urine
pelvic organ prolapse,suprapubic pain
pelvic organ prolapse,involuntary urination
pelvic organ prolapse,frequent urination
pelvic organ prolapse,vaginal discharge
pelvic organ prolapse,blood in urine
pelvic organ prolapse,intermenstrual bleeding
pelvic organ prolapse,vaginal pain
pelvic organ prolapse,symptoms of bladder
fracture of the arm,wrist pain
fracture of the arm,arm pain
fracture of the arm,wrist swelling
fracture of the arm,arm stiffness or tightness
fracture of the arm,arm swelling
fracture of the arm,wrist stiffness or tightness
fracture of the arm,elbow pain
fracture of the arm,shoulder pain
fracture of the arm,shoulder stiffness or tightness
fracture of the arm,elbow swelling
coagulation (bleeding) disorder,leg pain
coagulation (bleeding) disorder,blood in urine
coagulation (bleeding) disorder,knee swelling
coagulation (bleeding) disorder,eye redness
coagulation (bleeding) disorder,melena
intracranial hemorrhage,depressive or psychotic symptoms
intracranial hemorrhage,dizziness
intracranial hemorrhage,abnormal involuntary movements
intracranial hemorrhage,difficulty speaking
intracranial hemorrhage,vomiting
intracranial hemorrhage,headache
intracranial hemorrhage,diminished vision
intracranial hemorrhage,seizures
hyperkalemia,shortness of breath
hyperkalemia,depressive or psychotic symptoms
hyperkalemia,sharp chest pain
hyperkalemia,dizziness
hyperkalemia,difficulty in swallowing
hyperkalemia,feeling ill
hyperkalemia,vomiting
hyperkalemia,nausea
hyperkalemia,weakness
hyperkalemia,decreased heart rate
cornea infection,lip swelling
cornea infection,diminished vision
cornea infection,symptoms of eye
cornea infection,pain in eye
cornea infection,foreign body sensation in eye
cornea infection,spots or clouds in vision
cornea infection,eye redness
cornea infection,lacrimation
cornea infection,itchiness of eye
cornea infection,eye burns or stings
cornea infection,swollen eye
abscess of the lung,shortness of breath
abscess of the lung,depressive or psychotic symptoms
abscess of the lung,cough
abscess of the lung,itchy eyelid
dengue fever,sore throat
dengue fever,wrist pain
chronic sinusitis,sore throat
chronic sinusitis,cough
chronic sinusitis,headache
chronic sinusitis,facial pain
chronic sinusitis,ear pain
chronic sinusitis,frontal headache
chronic sinusitis,fever
chronic sinusitis,congestion in chest
chronic sinusitis,sinus congestion
chronic sinusitis,painful sinuses
cholesteatoma,nasal congestion
cholesteatoma,diminished hearing
cholesteatoma,pus draining from ear
cholesteatoma,muscle swelling
volvulus,depressive or psychotic symptoms
volvulus,elbow weakness
volvulus,sharp abdominal pain
volvulus,vomiting
injury to the finger,swelling of scrotum
injury to the finger,hand or finger pain
injury to the finger,hand or finger swelling
injury to the finger,hand or finger stiffness or tightness
poisoning due to analgesics,depression
poisoning due to analgesics,depressive or psychotic symptoms
poisoning due to analgesics,skin swelling
poisoning due to analgesics,abusing alcohol
poisoning due to analgesics,vomiting
poisoning due to analgesics,problems during pregnancy
atrial fibrillation,shortness of breath
atrial fibrillation,sharp chest pain
atrial fibrillation,dizziness
atrial fibrillation,palpitations
atrial fibrillation,irregular heartbeat
atrial fibrillation,decreased heart rate
atrial fibrillation,increased heart rate
atrial fibrillation,fatigue
pinworm infection,retention of urine
pinworm infection,sharp abdominal pain
pinworm infection,painful urination
pinworm infection,pain of the anus
pinworm infection,constipation
pinworm infection,itching of the anus
urethral valves,suprapubic pain
urethral valves,elbow weakness
urethral valves,sharp abdominal pain
urethral valves,lower abdominal pain
urethral valves,side pain
open wound of the neck,skin swelling
open wound of the neck,abnormal appearing skin
open wound of the neck,skin lesion
open wound of the neck,peripheral edema
open wound of the neck,ache all over
achalasia,sharp chest pain
achalasia,chest tightness
achalasia,cough
achalasia,throat feels tight
achalasia,difficulty in swallowing
conductive hearing loss,dizziness
conductive hearing loss,hoarse voice
conductive hearing loss,difficulty speaking
conductive hearing loss,diminished hearing
conductive hearing loss,ear pain
conductive hearing loss,ringing in ear
conductive hearing loss,plugged feeling in ear
conductive hearing loss,fluid in ear
conductive hearing loss,redness in ear
conductive hearing loss,low self-esteem
abdominal hernia,groin mass
abdominal hernia,symptoms of the scrotum and testes
abdominal hernia,sharp abdominal pain
abdominal hernia,lower abdominal pain
abdominal hernia,regurgitation
abdominal hernia,ache all over
abdominal hernia,upper abdominal pain
abdominal hernia,swollen abdomen
abdominal hernia,regurgitation.1
abdominal hernia,irregular belly button
cerebral palsy,lack of growth
cerebral palsy,problems with movement
cerebral palsy,infant feeding problem
cerebral palsy,blindness
cerebral palsy,cramps and spasms
cerebral palsy,seizures
marijuana abuse,anxiety and nervousness
marijuana abuse,depression
marijuana abuse,depressive or psychotic symptoms
marijuana abuse,difficulty speaking
marijuana abuse,abusing alcohol
marijuana abuse,hostile behavior
marijuana abuse,drug abuse
marijuana abuse,excessive anger
marijuana abuse,delusions or hallucinations
marijuana abuse,temper problems
marijuana abuse,fears and phobias
marijuana abuse,low self-esteem
cryptococcosis,depressive or psychotic symptoms
cryptococcosis,cross-eyed
obesity,weight gain
obesity,excessive appetite
obesity,sleepiness
indigestion,sharp chest pain
indigestion,sharp abdominal pain
indigestion,vomiting
indigestion,nausea
indigestion,diarrhea
indigestion,burning abdominal pain
indigestion,heartburn
indigestion,decreased appetite
indigestion,stomach bloating
bursitis,leg pain
bursitis,hip pain
bursitis,arm pain
bursitis,arm stiffness or tightness
bursitis,arm swelling
bursitis,knee pain
bursitis,elbow pain
bursitis,knee swelling
bursitis,leg swelling
bursitis,shoulder pain
bursitis,shoulder stiffness or tightness
bursitis,elbow swelling
esophageal cancer,shortness of breath
esophageal cancer,hoarse voice
esophageal cancer,sharp abdominal pain
esophageal cancer,decreased appetite
esophageal cancer,stomach bloating
pulmonary congestion,shortness of breath
pulmonary congestion,sharp chest pain
pulmonary congestion,chest tightness
pulmonary congestion,cough
pulmonary congestion,nasal congestion
pulmonary congestion,leg swelling
pulmonary congestion,weakness
pulmonary congestion,decreased heart rate
pulmonary congestion,fever
juvenile rheumatoid arthritis,hand or finger pain
juvenile rheumatoid arthritis,wrist swelling
juvenile rheumatoid arthritis,back pain
juvenile rheumatoid arthritis,knee pain
juvenile rheumatoid arthritis,joint pain
actinic keratosis,skin swelling
actinic keratosis,abnormal appearing skin
actinic keratosis,skin lesion
actinic keratosis,skin growth
actinic keratosis,irregular appearing scalp
actinic keratosis,skin moles
actinic keratosis,symptoms of the face
actinic keratosis,itching of skin
actinic keratosis,skin dryness
actinic keratosis,peeling
actinic keratosis,scaliness
actinic keratosis,or roughness
actinic keratosis,skin irritation
actinic keratosis,skin rash
acute otitis media,sore throat
acute otitis media,cough
acute otitis media,nasal congestion
acute otitis media,diminished hearing
acute otitis media,ear pain
acute otitis media,plugged feeling in ear
acute otitis media,fluid in ear
acute otitis media,fever
acute otitis media,coryza
acute otitis media,redness in ear
astigmatism,eye deviation
astigmatism,diminished vision
astigmatism,double vision
astigmatism,symptoms of eye
astigmatism,pain in eye
astigmatism,foreign body sensation in eye
astigmatism,spots or clouds in vision
astigmatism,lacrimation
tuberous sclerosis,depressive or psychotic symptoms
tuberous sclerosis,elbow weakness
tuberous sclerosis,seizures
empyema,shortness of breath
empyema,sharp chest pain
empyema,cough
empyema,leg pain
presbyacusis,dizziness
presbyacusis,diminished hearing
presbyacusis,emotional symptoms
presbyacusis,ear pain
presbyacusis,ringing in ear
neonatal jaundice,lack of growth
neonatal jaundice,jaundice
neonatal jaundice,irritable infant
neonatal jaundice,infant feeding problem
neonatal jaundice,changes in stool appearance
chronic obstructive pulmonary disease (copd),shortness of breath
chronic obstructive pulmonary disease (copd),sharp chest pain
chronic obstructive pulmonary disease (copd),chest tightness
chronic obstructive pulmonary disease (copd),sore throat
chronic obstructive pulmonary disease (copd),cough
chronic obstructive pulmonary disease (copd),nasal congestion
chronic obstructive pulmonary disease (copd),wheezing
chronic obstructive pulmonary disease (copd),fever
chronic obstructive pulmonary disease (copd),coughing up sputum
chronic obstructive pulmonary disease (copd),coryza
chronic obstructive pulmonary disease (copd),congestion in chest
dislocation of the elbow,depression
dislocation of the elbow,irritable infant
dislocation of the elbow,wrist pain
dislocation of the elbow,arm pain
dislocation of the elbow,arm stiffness or tightness
dislocation of the elbow,elbow pain
dislocation of the elbow,elbow swelling
spondylosis,leg pain
spondylosis,hip pain
spondylosis,arm pain
spondylosis,back pain
spondylosis,neck pain
spondylosis,low back pain
spondylosis,knee pain
spondylosis,loss of sensation
spondylosis,paresthesia
spondylosis,shoulder pain
spondylosis,ache all over
spondylosis,lower body pain
herpangina,insomnia
herpangina,sore throat
herpangina,cough
herpangina,vomiting
herpangina,mouth ulcer
herpangina,swollen lymph nodes
herpangina,decreased appetite
herpangina,fever
herpangina,skin rash
injury to the shoulder,arm pain
injury to the shoulder,arm stiffness or tightness
injury to the shoulder,back pain
injury to the shoulder,neck pain
injury to the shoulder,bones are painful
injury to the shoulder,elbow pain
injury to the shoulder,shoulder pain
injury to the shoulder,shoulder stiffness or tightness
injury to the shoulder,muscle cramps
injury to the shoulder,contractures
injury to the shoulder,or spasms
poisoning due to antidepressants,depression
poisoning due to antidepressants,emotional symptoms
poisoning due to antidepressants,abusing alcohol
poisoning due to antidepressants,drug abuse
infection of open wound,insomnia
infection of open wound,leg pain
infection of open wound,hand or finger swelling
infection of open wound,abnormal appearing skin
deep vein thrombosis (dvt),leg pain
deep vein thrombosis (dvt),arm swelling
deep vein thrombosis (dvt),abnormal appearing skin
deep vein thrombosis (dvt),leg swelling
deep vein thrombosis (dvt),foot or toe swelling
deep vein thrombosis (dvt),leg cramps or spasms
deep vein thrombosis (dvt),leg stiffness or tightness
protein deficiency,depression
protein deficiency,vomiting
protein deficiency,nausea
protein deficiency,smoking problems
protein deficiency,weakness
myoclonus,insomnia
myoclonus,abnormal involuntary movements
myoclonus,seizures
myoclonus,muscle swelling
bone spur of the calcaneous,leg pain
bone spur of the calcaneous,foot or toe pain
bone spur of the calcaneous,ankle pain
bone spur of the calcaneous,elbow pain
bone spur of the calcaneous,foot or toe swelling
von willebrand disease,blood in stool
von willebrand disease,muscle swelling
von willebrand disease,nosebleed
open wound of the back,irregular heartbeat
open wound of the back,skin lesion
open wound of the back,weight gain
open wound of the back,lower body pain
heart block,shortness of breath
heart block,sharp chest pain
heart block,dizziness
heart block,chest tightness
heart block,palpitations
heart block,irregular heartbeat
heart block,fainting
